评论ID,国家,原始评论,分词后评论
e51878d395b64b11,中国,香港MCL戏院再看一次，多了关于“理解”的理解。每个人都如尤弥尔一样，渴望与世界产生实际的联结，渴望被理解，渴望被爱，才能战胜自我的类似于“爱情”的枷锁。三小只都好喜欢，艾伦的进击，阿尔敏的温柔，三笠的勇敢。,香港 MCL 戏院 再 看 一次 ， 多 了 关于 “ 理解 ” 的 理解 。 每个 人 都 如 尤弥尔 一样 ， 渴望 与 世界 产生 实际 的 联结 ， 渴望 被 理解 ， 渴望 被 爱 ， 才能 战胜 自我 的 类似 于 “ 爱情 ” 的 枷锁 。 三小只 都 好 喜欢 ， 艾伦 的 进击 ， 阿尔敏 的 温柔 ， 三笠 的 勇敢 。
86ec0fe989d84f50,中国,六星,六星
230ec06b0e014aec,中国,塔塔开,塔塔开
bf0d68cd80d44e9d,中国,加纳 艾伦,加纳   艾伦
c460f9c250af4b30,中国,5 为mikasa献出心脏！！！！,5   为 mikasa 献出 心脏 ！ ！ ！ ！
aeb55f2949a84539,中国,难忘的夜晚,难忘 的 夜晚
cc530d83056c4cf4,中国,想起了四年前疯狂吐槽结尾的狂潮。这都四年了吗？不可思议。结尾的歌曲串烧很喜欢。MAPPA的作画真的不太行，本来以为至少在作画层面，剧场版会像鬼灭的质量那样高的，哎。不论如何，一切都已结束，我想起来大一的时候宿舍没网，跟室友去网吧在网吧里看巨人的日子。往事随风飘散。,想起 了 四年 前 疯狂 吐槽 结尾 的 狂潮 。 这 都 四年 了 吗 ？ 不可思议 。 结尾 的 歌曲 串烧 很 喜欢 。 MAPPA 的 作画 真的 不 太行 ， 本来 以为 至少 在 作画 层面 ， 剧场版 会 像 鬼 灭 的 质量 那样 高 的 ， 哎 。 不论如何 ， 一切 都 已 结束 ， 我 想 起来 大一 的 时候 宿舍 没网 ， 跟 室友 去 网吧 在 网吧 里 看 巨人 的 日子 。 往事 随风飘 散 。
804661fd060b421f,中国,谁能想到 我有朝一日居然心情差到看完巨人的剧场版都觉得被治愈了 在电影院狂哭2个小时 真的太太太解压了 彩蛋里 阿米尔和米加莎问艾伦更喜欢哪个结局 艾伦愣了一下说 其实只要是和你们看电影我就很开心了 呜呜呜呜呜呜呜呜代入到剧情里面何尝不是呢 唉 14年开始看巨人 知道大结局的时候我直喷这简直就是狗屎 可是我还是会愿意买很贵的票就去看它 还是会在看彩蛋后突然就放下了 算啦??我原谅你了谏山创 没有巨人我估计都不会变成二次元不会变成同人女 这部番对我来说简直就是贯穿人生 算了我真的原谅了T T果然白月光这种存在就是无法被打败的……无法被打败…… （不过说真的，剪得是真的乱七八糟，没事我会溺爱????） 哭爽了 又想从第一季重温了?? 永远的神作 唯一的 真正的神,谁 能 想到   我 有朝一日 居然 心情 差到 看 完 巨人 的 剧场版 都 觉得 被 治愈 了   在 电影院 狂哭 2 个 小时   真的 太太 太 解压 了   彩蛋 里   阿米尔 和 米加 莎问 艾伦 更 喜欢 哪个 结局   艾伦 愣 了 一下 说   其实 只要 是 和 你们 看 电影 我 就 很 开心 了   呜呜 呜呜 呜呜 呜呜 代入 到 剧情 里面 何尝 不是 呢   唉   14 年 开始 看 巨人   知道 大结局 的 时候 我 直喷 这 简直 就是 狗屎   可是 我 还是 会 愿意 买 很 贵 的 票 就 去 看 它   还是 会 在 看 彩蛋 后 突然 就 放下 了   算啦 ?? 我 原谅 你 了 谏 山创   没有 巨人 我 估计 都 不会 变成 二次元 不会 变成 同人女   这部 番 对 我 来说 简直 就是 贯穿 人生   算了 我 真的 原谅 了 T   T 果然 白月光 这种 存在 就是 无法 被 打败 的 … … 无法 被 打败 … …   （ 不过 说真的 ， 剪得 是 真的 乱七八糟 ， 没事 我会 溺爱 ?? ?? ）   哭爽 了   又 想 从 第一季 重温 了 ??   永远 的 神作   唯一 的   真正 的 神
e42e0be9ad274f59,中国,哪怕化身黑衣也要让人们短暂地团结在一起，哪怕百年之后人们就会忘记和平的来之不易，也要这么做吗？将一切巨人威胁集于我一身，并让自己个人幸福与爱的对象mikasa来终结自己，也要这么做吗？极致的个人英雄浪漫主义啊，可歌可泣！只有在漫画的想象中可以这么干吧。二刷后才看懂更多，无数次头皮发麻，尽管这不可能作为一种现实唯物的答案，但是对于一部以想象力为基础的漫画艺术作品而言，只能是??满分,哪怕 化身 黑衣 也 要 让 人们 短暂 地 团结 在 一起 ， 哪怕 百年之后 人们 就 会 忘记 和平 的 来之不易 ， 也 要 这么 做 吗 ？ 将 一切 巨人 威胁 集于 我 一身 ， 并 让 自己 个人 幸福 与 爱 的 对象 mikasa 来 终结 自己 ， 也 要 这么 做 吗 ？ 极致 的 个人 英雄 浪漫主义 啊 ， 可歌可泣 ！ 只有 在 漫画 的 想象 中 可以 这么 干 吧 。 二刷 后 才 看 懂 更 多 ， 无数次 头皮发麻 ， 尽管 这 不 可能 作为 一种 现实 唯物 的 答案 ， 但是 对于 一部 以 想象力 为 基础 的 漫画 艺术作品 而言 ， 只能 是 ?? 满分
d7d4eada09d44c19,中国,中途还看哭了几次。虽然我心中最完美的永远是漫画，马趴这次制作也算很有诚意了。谏山创这个剧本构思放到各种媒介史上都堪称教科书级别 #20250302Cambridge,中途 还 看 哭 了 几次 。 虽然 我 心中 最 完美 的 永远 是 漫画 ， 马 趴 这次 制作 也 算 很 有 诚意 了 。 谏 山创 这个 剧本 构思 放到 各种 媒介 史上 都 堪称 教科书 级别   # 20250302Cambridge
98fa23bf3f374958,中国,献出心脏吧！,献出 心脏 吧 ！
0f6f1d15b4904761,中国,三笠现代打扮有点出乎我的意料????,三笠 现代 打扮 有点 出乎 我 的 意料 ?? ??
239c40f1f7bf4c75,中国,好想看续集啊！好想看平行时空！,好 想 看 续集 啊 ！ 好 想 看 平行 时空 ！
f2fb7b3c8c2a4bd8,中国,内地不会上了吧 好可惜,内地 不会 上 了 吧   好 可惜
77abbf26c3564c9b,中国,最后的反战画面，坟墓下艾伦的无头之身，神作,最后 的 反战 画面 ， 坟墓 下 艾伦 的 无头 之 身 ， 神作
4561e6e8848b4500,中国,故事结构是完整的 主要是人物刻画实在满分，每个人物都很饱满 看完了，反而不知道说什么了，只是觉得太惨了，献出心脏。,故事 结构 是 完整 的   主要 是 人物 刻画 实在 满分 ， 每个 人物 都 很 饱满   看 完 了 ， 反而 不 知道 说 什么 了 ， 只是 觉得 太惨 了 ， 献出 心脏 。
b6e8a834309b4ed2,中国,世界是残酷的，但同时也是美丽的。即便我无法改变这个世界的残酷，我也依然追求着这个世界的美丽。,世界 是 残酷 的 ， 但 同时 也 是 美丽 的 。 即便 我 无法 改变 这个 世界 的 残酷 ， 我 也 依然 追求 着 这个 世界 的 美丽 。
0d993c36016547d4,中国,哭死我了OK,哭 死 我 了 OK
2b6fd2b4794b4e1a,中国,满分。,满分 。
977b97d91c9e444e,中国,完美,完美
09433e65216b47ea,中国,看漫画的时候觉得这个结尾真扯淡，现在看看其实也挺好的,看 漫画 的 时候 觉得 这个 结尾 真 扯淡 ， 现在 看看 其实 也 挺 好 的
5c52c1b912dc4ee0,中国,21年追漫画第一时间看到结局直接抑郁了两个月，那时候暗暗下决心绝对不会看动漫了。但here we are，算给那时候的自己一个closure,21 年 追 漫画 第一 时间 看到 结局 直接 抑郁 了 两个 月 ， 那 时候 暗暗 下决心 绝对 不会 看 动漫 了 。 但 here   we   are ， 算 给 那 时候 的 自己 一个 closure
3dd0f57be6334f53,中国,第二遍看完还是很震撼 在我看来我愿意把他排在我的动画top1 对战争、正义、政治、人性的深刻探讨这在动画史上是极为宝贵的 世界观的完整扎实 故事的铺垫 墙内外双线的咬合 人物的塑造都极为优秀 拓宽了动画叙事的边界和商业动画的艺术性方式 难得的佳作,第二遍 看 完 还是 很 震撼   在我看来 我 愿意 把 他 排 在 我 的 动画 top1   对 战争 、 正义 、 政治 、 人性 的 深刻 探讨 这 在 动画 史上 是 极为 宝贵 的   世界观 的 完整 扎实   故事 的 铺垫   墙 内外 双线 的 咬合   人物 的 塑造 都 极为 优秀   拓宽 了 动画 叙事 的 边界 和 商业 动画 的 艺术性 方式   难得 的 佳作
28cae22387104b12,中国,结局有鲁鲁修的影子,结局 有鲁鲁修 的 影子
b4d294569f164344,中国,艾伦，你也会喜欢这样的结局吧,艾伦 ， 你 也 会 喜欢 这样 的 结局 吧
158f9840d1ef4d52,中国,艾伦没和Mikasa在一起，这我有点受不了啊,艾伦 没 和 Mikasa 在 一起 ， 这 我 有点 受不了 啊
89ca8c4395ed4004,中国,不舍得看 但是必须五星QAQ,不 舍得 看   但是 必须 五星 QAQ
865336df320242ce,中国,哪怕我是抱着偏见去看这部作品，依然揪不出太多毛病，还有，这部作品并没有烂尾,哪怕 我 是 抱 着 偏见 去 看 这部 作品 ， 依然 揪 不 出太多 毛病 ， 还有 ， 这部 作品 并 没有 烂尾
f2d5ff4e340748a4,中国,画风 就像再也回不来的战士们,画风   就 像 再也 回不来 的 战士 们
055997ccdd6d439a,中国,tv完结篇总集,tv 完结篇 总集
d4ff4845fbf0457d,中国,印象最深的动画，尽管我看的有点晚了，是听到要完结了来补番的，一口气看完了，看完跟过了一生一样。,印象 最深 的 动画 ， 尽管 我 看 的 有点 晚 了 ， 是 听到 要 完结 了 来 补番 的 ， 一口气 看 完 了 ， 看 完 跟 过 了 一生 一样 。
c06dd15e72f74a05,中国,神鬼二象性。,神鬼 二象性 。
4138de95bc694758,中国,踩踩踩,踩 踩 踩
e4b1084dd6c14269,中国,补签,补签
47b33a7d61264587,中国,我们每个人生来都是自由的。,我们 每个 人生 来 都 是 自由 的 。
8489a791d1184f8c,中国,彩蛋里你们还在一块??暖暖的很安心 兵长怎么成清洁工了??,彩蛋 里 你们 还 在 一块 ?? 暖暖的 很 安心   兵长 怎么 成 清洁工 了 ??
9e2cf656a3544721,中国,nb神作超宏大 痛到有点创伤性失忆了甚至 太好了又可以带着不记得剧情的脑子再看一遍了,nb 神作超 宏大   痛到 有点 创伤性 失忆 了 甚至   太好了 又 可以 带 着 不 记得 剧情 的 脑子 再 看一遍 了
43a8eaabe917476f,中国,8.2,8.2
337bc0a51b21407d,中国,我怎么看了这么一部剧？刀死我了…,我 怎么 看 了 这么 一部 剧 ？ 刀 死 我 了 …
f89d0a6d62df4fd7,中国,不用多说 神作 看懂这部动漫的恨不起来任何角色了。,不用 多 说   神作   看 懂 这部 动漫 的 恨 不 起来 任何 角色 了 。
719d92ae9f44435b,中国,undefined,undefined
e2542dafabdc47fa,中国,看完漫画结局几年后又捡起来把动画从头到尾顺了一遍，发现自己也跟结局和解了。今年的主题就是原谅，原谅完TLOU2再原谅巨人。,看 完 漫画 结局 几年 后 又 捡起来 把 动画 从头到尾 顺 了 一遍 ， 发现自己 也 跟 结局 和解 了 。 今年 的 主题 就是 原谅 ， 原谅 完 TLOU2 再 原谅 巨人 。
1ae4fdbe3d4f4c39,中国,自杀式的毁灭才是最彻底的。极致的自由需要极致的英雄主义与悲剧的牺牲。你是不是很孤独啊，艾伦。,自杀式 的 毁灭 才 是 最 彻底 的 。 极致 的 自由 需要 极致 的 英雄主义 与 悲剧 的 牺牲 。 你 是不是 很 孤独 啊 ， 艾伦 。
9c41fd0f5b0b4719,中国,豪看豪看！！！很好看，类容很吸引人，越看越喜欢！,豪看 豪看 ！ ！ ！ 很 好看 ， 类容 很 吸引 人 ， 越 看 越 喜欢 ！
0e6c7d75e6b14fd2,中国,看到结局真的哭了 个人不觉得是烂尾 艾伦把所有该交代的事情都交代了 尽量保全了他重要的人 这怎么不算是“我毁灭了世界又创造了世界”呢,看到 结局 真的 哭 了   个人 不 觉得 是 烂尾   艾伦 把 所有 该 交代 的 事情 都 交代 了   尽量 保全 了 他 重要 的 人   这 怎么 不算 是 “ 我 毁灭 了 世界 又 创造 了 世界 ” 呢
1e7c7638d3a04884,中国,不敢相信……在第一集就埋下了伏笔,不敢相信 … … 在 第一集 就 埋 下 了 伏笔
5d0e1601f4ef4b4d,中国,印象最深的画面甚多，“至少得让他们走出这片森林”这句话一说出，在我这里已然封神 团长、韩吉、兵长……巨人里面几乎每个角色都让我有印象深刻的点，非常成功的群像塑造，每个人形象都是立体的，英雄式的人物英雄式地、有选择地牺牲掉，幸存者更加坚定…… 一开始觉得完全是马莱仇恨教育的体现，直至贾碧和萨莎的身影重合的那一幕，忽然释然了…… 一开始有点受不了三笠的恋爱脑，谏山创明明可以塑造立体的角色，却让三笠恋爱脑围着艾伦转。但最终三笠终于做出正确抉择，始祖尤弥尔释怀消散，巨人消失，让我对她释然了，或许这才是三笠这个角色存在的意义,印象 最深 的 画面 甚 多 ， “ 至少 得 让 他们 走出 这片 森林 ” 这句 话 一 说出 ， 在 我 这里 已然 封神   团长 、 韩吉 、 兵长 … … 巨人 里面 几乎 每个 角色 都 让 我 有 印象 深刻 的 点 ， 非常 成功 的 群像 塑造 ， 每个 人 形象 都 是 立体 的 ， 英雄式 的 人物 英雄式 地 、 有 选择地 牺牲 掉 ， 幸存者 更加 坚定 … …   一 开始 觉得 完全 是 马莱 仇恨 教育 的 体现 ， 直至 贾碧和萨莎 的 身影 重合 的 那 一幕 ， 忽然 释然 了 … …   一 开始 有点 受不了 三笠 的 恋爱 脑 ， 谏 山创 明明 可以 塑造 立体 的 角色 ， 却 让 三笠 恋爱 脑 围着 艾伦 转 。 但 最终 三笠 终于 做出 正确 抉择 ， 始祖 尤弥尔 释怀 消散 ， 巨人 消失 ， 让 我 对 她 释然 了 ， 或许 这才 是 三笠 这个 角色 存在 的 意义
1f20cb5b8ea54e16,中国,其实巨人的结局我已经释然了，也理解谏山创要表达的意思了，一个现实世界都解决不了的人类社会问题，凭什么要求一个漫画家能画出来一个完美结局呢，人类的仇恨绵延数代，跨越国家民族性别社会文化，这不是艾尔迪亚人的问题，也不是马莱人的问题，这tm是人这个种族与生俱来的劣根性问题，当然，没有仇恨战争欲望，人类社会进步的速度恐怕也远不如今日，进击的巨人留下的最后难题恐怕需要整个人类文明才能给出答案。,其实 巨人 的 结局 我 已经 释然 了 ， 也 理解 谏山 创要 表达 的 意思 了 ， 一个 现实 世界 都 解决不了 的 人类 社会 问题 ， 凭 什么 要求 一个 漫画家 能画 出来 一个 完美 结局 呢 ， 人类 的 仇恨 绵延 数代 ， 跨越 国家 民族 性别 社会 文化 ， 这 不是 艾尔迪亚人 的 问题 ， 也 不是 马莱人 的 问题 ， 这 tm 是 人 这个 种族 与生俱来 的 劣根性 问题 ， 当然 ， 没有 仇恨 战争 欲望 ， 人类 社会 进步 的 速度 恐怕 也 远不如 今日 ， 进击 的 巨人 留下 的 最后 难题 恐怕 需要 整个 人类文明 才能 给出 答案 。
b3e6ecd56e834e4e,中国,啰里八嗦，角色废话也很多，打架就打架，每次打都各种内心世界加废话，终于快进看完了，太难看了简直,啰 里 八嗦 ， 角色 废话 也 很多 ， 打架 就 打架 ， 每次 打 都 各种 内心世界 加 废话 ， 终于 快进 看 完 了 ， 太 难看 了 简直
169b46417e6743d4,中国,mappa你让我哭,mappa 你 让 我 哭
88ef03271bf44905,中国,神作,神作
4402a1dadd6a4b04,中国,彩蛋呜呜呜，三笠和阿尔敏在为影片好不好看而争吵的时候，艾伦说能一起看电影就很开心了。呜呜呜呜泪目,彩蛋 呜呜 呜 ， 三笠 和 阿尔敏 在 为 影片 好不好 看 而 争吵 的 时候 ， 艾伦 说 能 一起 看 电影 就 很 开心 了 。 呜呜 呜呜 泪目
5fd2b82701c647b6,中国,这样就行了吗艾伦 五星就可以了吗,这样 就行了 吗 艾伦   五星 就 可以 了 吗
83a1ac01081c4dd0,中国,当年我以为我把巨人看完了，最近发现并没有……最近重拾剧场版充实死去的记忆，最后一部好像没衔接上，请问艾伦是怎么变成始祖的鬼样子的？,当年 我 以为 我 把 巨人 看 完 了 ， 最近 发现 并 没有 … … 最近 重拾 剧场版 充实 死去 的 记忆 ， 最后 一部 好像 没 衔接 上 ， 请问 艾伦 是 怎么 变成 始祖 的 鬼 样子 的 ？
b709307e18a147be,中国,所有人都惨惨的,所有人 都 惨惨 的
e3ef477466e1425e,中国,理智上知道这是作者一开始想好的结局，第一话《至两千年前的你》就已经注定了，但感性上实在无法接受艾伦的结局所以少一星,理智 上 知道 这是 作者 一 开始 想 好 的 结局 ， 第一 话 《 至 两千年 前 的 你 》 就 已经 注定 了 ， 但 感性 上 实在 无法 接受 艾伦 的 结局 所以 少一星
b56dfd7be2a048e5,中国,我还是无法接受利威尔最后伤成那样，谏山创本来也没打算让他活吧，看到他瞎了一只眼坐在轮椅上发糖我真是忍不住骂人了 看的过程中基本一直都是更喜欢干部组，104期这些人只在乎同期生,我 还是 无法 接受 利 威尔 最后 伤成 那样 ， 谏 山创 本来 也 没 打算 让 他 活 吧 ， 看到 他 瞎 了 一只 眼 坐在 轮椅 上 发糖 我 真是 忍不住 骂人 了   看 的 过程 中 基本 一直 都 是 更 喜欢 干部 组 ， 104 期 这些 人 只在乎 同期 生
ef0039ca30e64eba,中国,看完之后忘记标注了,看 完 之后 忘记 标注 了
f94f565edbf54c12,中国,在结局之后重剪了一个剧场版，巨人值得！片尾近三分钟的新彩蛋里，电影院散场，有个似真似幻的尸体也在观影？打扫卫生的是团长吗？对电影结局，米萨卡和阿尔敏一个满意一个不满，艾连则是很开心能一起看电影。三人说不知道电影里三个小伙伴是不是真的存在过……,在 结局 之后 重剪 了 一个 剧场版 ， 巨人 值得 ！ 片尾 近 三分钟 的 新 彩蛋 里 ， 电影院 散场 ， 有个 似 真似 幻 的 尸体 也 在 观影 ？ 打扫卫生 的 是 团长 吗 ？ 对 电影 结局 ， 米萨卡 和 阿尔敏 一个 满意 一个 不满 ， 艾连则 是 很 开心 能 一起 看 电影 。 三人 说 不 知道 电影 里 三个 小伙伴 是不是 真的 存在 过 … …
ac445c6507134b83,中国,感觉又看了一遍最终季。。,感觉 又 看 了 一遍 最终 季 。 。
4be06b7ad0d844d9,中国,我一直在哭 我不喜欢这样的结局 所以扣一星,我 一直 在 哭   我 不 喜欢 这样 的 结局   所以 扣一星
3c4a9bc12d73499d,中国,烂尾,烂尾
dc80741cdeca4aa0,中国,历史就像那棵树的根，一直延伸、纠缠。每一代人都以为自己能打破循环，但最后又被同样的恐惧、偏见、权力所吞噬,历史 就 像 那 棵 树 的 根 ， 一直 延伸 、 纠缠 。 每 一代人 都 以为 自己 能 打破 循环 ， 但 最后 又 被 同样 的 恐惧 、 偏见 、 权力 所 吞噬
6da894ed429d482a,中国,原来23年底已经出了结局，25年国庆才想起来要追番。还是满分支持！结局的逻辑强行圆场，有点不知所以，快进着看。两个彩蛋还是蛮有心思的。,原来 23 年底 已经 出 了 结局 ， 25 年 国庆 才 想 起来 要 追番 。 还是 满分 支持 ！ 结局 的 逻辑 强行 圆场 ， 有点 不知 所以 ， 快进 着 看 。 两个 彩蛋 还是 蛮 有 心思 的 。
1966baa0c0da404f,中国,又看了一遍等于又死了一遍,又 看 了 一遍 等于 又 死 了 一遍
25609503158f4dd8,中国,世界纷争不止，唯有爱你永恒,世界 纷争 不止 ， 唯有 爱 你 永恒
9a70ad0fdc8d4e8e,中国,人类无可救药，人类永垂不朽！,人类 无可救药 ， 人类 永垂不朽 ！
9b419358aa8b44b6,中国,这季很多让我感动的地方，篝火夜谈、韩吉牺牲、柯尼的成长、马来小分队的神勇战姿等等，但是最后回归艾伦三笠线实在太中二了，斯德哥尔摩爱上绝世中二病，选择用全世界来陪葬，最后所有人当然还是选择原谅，对比对zeke的态度还是太双标了,这 季 很多 让 我 感动 的 地方 ， 篝火 夜谈 、 韩吉 牺牲 、 柯尼 的 成长 、 马来 小分队 的 神勇 战姿 等等 ， 但是 最后 回归 艾伦 三笠线 实在 太中 二 了 ， 斯德哥尔摩 爱上 绝世 中二病 ， 选择 用 全世界 来 陪葬 ， 最后 所有人 当然 还是 选择 原谅 ， 对比 对 zeke 的 态度 还是 太双标 了
0883f1d1ce674ca7,中国,补分,补分
c0051dddac624959,中国,终于！完结辽 不舍！自由啊！,终于 ！ 完结 辽   不舍 ！ 自由 啊 ！
9c675849544f4f4a,中国,三笠对艾伦的爱，此生之最,三笠 对 艾伦 的 爱 ， 此生 之 最
fcf45eb6a5fe461b,中国,前两个完结篇的结合成的电影版，只是结尾部分多了3分钟彩蛋。 进击的巨人全部作品（包括漫画、TV、电影）到此全部看完。,前 两个 完结篇 的 结合 成 的 电影版 ， 只是 结尾 部分 多 了 3 分钟 彩蛋 。   进击 的 巨人 全部 作品 （ 包括 漫画 、 TV 、 电影 ） 到 此 全部 看 完 。
63c5896e9f554e9d,中国,1155.给我幼小的心灵带来了不小的震撼，现在亦是如此,1155 . 给 我 幼小 的 心灵 带来 了 不小 的 震撼 ， 现在 亦 是 如此
fe7fad3a2c0d4474,中国,史诗巨作,史诗 巨作
675fd53c1b1048bf,中国,无力的抵抗，甚至是违背自己本心的行为，但最后都是一样的结果。感谢这个伟大的作品和时代吧，不迎合我们的结局但是真实又残酷,无力 的 抵抗 ， 甚至 是 违背 自己 本心 的 行为 ， 但 最后 都 是 一样 的 结果 。 感谢 这个 伟大 的 作品 和 时代 吧 ， 不 迎合 我们 的 结局 但是 真实 又 残酷
0a590ca4dc544668,中国,史上最佳！,史上 最佳 ！
65f2dd49382c48dc,中国,当年看漫画时，对地鸣之后的剧情一言难尽。此时再看，充满绝望的前行，或许这是最合理的安排了,当年 看 漫画 时 ， 对 地鸣 之后 的 剧情 一言难尽 。 此时 再 看 ， 充满 绝望 的 前行 ， 或许 这 是 最 合理 的 安排 了
6069e0192cca4d0d,中国,越看越窒息,越 看 越 窒息
b23eba0468b54e1e,中国,补标,补标
f09ebc2aab094700,中国,确实是看爽了，但和第一季那种不停地想要追着看下去地冲动略有差别。不过，我仍然很满意该结局了。,确实 是 看爽 了 ， 但 和 第一季 那种 不停 地 想要 追着 看 下去 地 冲动 略有 差别 。 不过 ， 我 仍然 很 满意 该 结局 了 。
f7424c94c5cd4943,中国,当之无愧的神作,当之无愧 的 神作
055c9e087ace469a,中国,如果你硬要生的话，那么：接受世界的不完美，但尽力让它变得更好；即使最终失败，也不要主动放弃所有希望；然后无愧无悔的死去。,如果 你 硬 要生 的话 ， 那么 ： 接受 世界 的 不 完美 ， 但 尽力 让 它 变得 更好 ； 即使 最终 失败 ， 也 不要 主动 放弃 所有 希望 ； 然后 无愧 无悔 的 死去 。
f6855d374a7f41ec,中国,从头到尾都无可挑剔的一部作品，难以想象谏山创如果是从开头就想好了结尾，到底是怎么在那么多年的连载时间里控制好整个叙事的节奏，从完全架空现实的幻想作品到后面参杂进了越来越多的观念上的元素，感觉谏山创平时是不是也没有少键政啊，马莱篇的视角转换和帕岛对应，后面发现大家其实都只是为了保护重要的人塔塔开的，巨人的设定也很巧妙好玩，结尾更是完美地把矛盾解决了，啊啊啊啊总之非常精妙的一部作品，相信多年以后后人再来欣赏也同样会被震撼捏,从头到尾 都 无可挑剔 的 一部 作品 ， 难以想象 谏 山创 如果 是从 开头 就 想 好 了 结尾 ， 到底 是 怎么 在 那么 多年 的 连载 时间 里 控制 好 整个 叙事 的 节奏 ， 从 完全 架空 现实 的 幻想 作品 到 后面 参杂 进 了 越来越 多 的 观念 上 的 元素 ， 感觉 谏 山创 平时 是不是 也 没有 少键政 啊 ， 马莱篇 的 视角 转换 和 帕岛 对应 ， 后面 发现 大家 其实 都 只是 为了 保护 重要 的 人塔塔开 的 ， 巨人 的 设定 也 很 巧妙 好玩 ， 结尾 更是 完美 地 把 矛盾 解决 了 ， 啊啊啊 啊 总之 非常 精妙 的 一部 作品 ， 相信 多年 以后 后人 再 来 欣赏 也 同样 会 被 震撼 捏
c3017072238b4382,中国,好神??,好神 ??
